,ColUnica
510,Fake 4 132 twitter apoya amlo creen acabo descubrir administradores twitter borran mensajes ricardoalemanmx cuestiona lopezobrador  jajaja pinche red social vendida militante mismo hicieron rusia gran bretaña unidos ratas gordas asi pasa sucede cosa seria saber apoyan xp  bueno aunque ser tan brillante deducirlo  pinche sistema cochino https://twitter.com/RicardoAlemanMx/status/953753200955359233?ref_src=twsrc%5Etfw&ref_url=https%3A%2F%2Fwww.laotraopinion.com.mx%2Ftwitter-apoya-a-amlo-censura-tuits-en-su-contra%2F 
511,Fake 4 41 mexicanos mundial rusia si podrán votar ¡pero solo si hacen meade mexicanos mundial rusia si podrán votar ¡pero solo si hacen meade méxico luego revelara mexicanos encuentran mundial rusia podrán votar elegir nuevo presidente debido no instalaron casillas electorales especiales dicha nación rumorado director ine lorenzo córdova informó medios compatriotas si podrán emitir sufragio solo si votan josé antonio meade pri único partido tramitó permiso necesario instalar modulos votar país europeo lorenzo mencionó ine institución podía instalar casillas ya ley especifica solo permitirá votar ciudadanos dentro territorio mexicano países vecinos señalando embargo existe vacío legal partido político puede solicitar nación instalen módulos mexicanos encuentran visita puedan emitir sufragio el ine institución puede instalar casillas países vecinos méxico decir unidos canadá centroamérica embargo partidos políticos si facultad solicitar naciones poder instalar módulos ciudadanos mexicanos encuentran territorio puedan votar elecciones proceso largo complicado depende absoluto ine aunque final autorizamos instalación casillas extranjero depende negaciones partido país pri único interesó tema contactó gobierno ruso tramitar permiso necesario si permitirán instalar casillas ciudades sedes mundial rusia mexicanos estan allá disfrutando evento puedan votar siempre solo presidenciable josé antonio meade pri tramitó permiso incluso dicha boletas solo recuadro revolucionario institucional dijo lorenzo pidió ciudadanía no empezar lanzar criticas negativas hacia ine ver decisión fue permiso negoció pri embajada méxico rusia embajada rusa méxico ver aunque final si acreditar regla pri instalará number casillas number países rusia sede mundial compatriotas voten solo ellos pido hagan escandalo nadie va obligar nadie votar si compatriota rusia quiere apoyar meade haga ya cambio si quieren darle voto podrán ir number casillas ubicadas principales puntos ciudades darle apoyo pri obtener presidencia number julio cierto empiecen argumentan pone desventaja candidatos si apoyarán anaya amlo bronco regresado rusia poner granito arena ayudarlos ganar quedado allá emborrachándose mientras deciden rumbo méxico prefirieron darse buena vida rusia puntualizó tajante http://www.elruinaversal.com/2018/06/30/exicanos-en-el-mundial-de-rusia-si-podran-votar-pero-solo-si-lo-hacen-por-meade/ 
512,Fake 4 107 descubren mansión subterranea rancho amlo investigación especial descubren mansión subterranea rancho amlo investigación especial investigación casa andrés manuel lópez obrador sido sometida escarnio público pues efectivamente trata vivienda number recamaras encuentra rancho dimensiones suman total number hectáreas llamó atención investigadores puerta secreta encuentra justo área estudio librería lleva directamente pasillo escalera elegante según gente cercana confesado medio comunicacíon debajo humilde finca sotano aproximadamente number metros cuadrados guarda vehículos lujo sala descanso alberca salón masajes gimnasio área especial valoración atención médica además área buffet acostumbra comer familia lujosa mansión subterranea andrés manuel sido documentada día hoy reconocido periódico especializado investigaciones usa california california post https://retroceso.com/2018/05/26/descubren-mansion-subterranea-en-el-rancho-de-amlo-investigacion-especial/ 
513,True 4 59 registra meade candidatura presidencial pri registra meade candidatura presidencial pri después presentar requisitos legales registro candidato destacó elección juega futuro méxico acompañado gobernadores integrantes pri dirigentes partido verde ecologista méxico pvem nueva alianza josé antonio meade acudió instituto nacional electoral ine registrar candidatura presidencial coalición méxico después presentar requisitos legales registro meade kuribreña destacó elección juega futuro méxico la posibilidad retroceder convertirnos nación próspera exitosa avanzar apoyar proteger fortalecer familias protejo motiva dijo candidato dirigirse grupo simpatizantes presentaron banderas partidos conforman coalición gritaban méxico chingón previo ceremonia registro instalaciones ine interrumpió manera constante oradores aplausos benito nacif consejero electoral ine detalló hoy vencía plazo registro candidatos puesto elección popular iniciar proceso revisión requisitos legales confirmación registro aspirantes presidenciales number marzo ratifique candidatos number iniciará proceso campañas electorales con otorgamiento registro ine completa proceso preparatorio campañas electorales cumple función garantizar búsqueda voto ciudadano inicie condiciones certeza señaló consejero electoral luis castro obregón presidente nueva alianza carlos alberto puente presidente pvem destacaron trayectoria meade kuribreña cargos alto perfil gobierno señalaron idoneidad perfil continuar transformación país tomar palabra enrique ocho reza presidente pri enfocó avances democráticos aportados gobiernos pri objetivos coalición integrada partido representa pvem nueva alianza con coalición méxico garantiza desarrollo sostenible cuide medio ambiente entero país promueva formación técnica académica profesional mediante enseñanza excelencia apuntó dijo elección number julio oportunidad dar mexicanos mejor calidad vida señalo pri sido partido construye instituciones respeto ley mejor forma preservar paz social https://www.forbes.com.mx/registra-meade-su-candidatura-presidencial-por-el-pri/ 
514,True 4 62 así felicitó putin lópez obrador así felicitó putin lópez obrador presidente ruso destacó valora altamente relaciones tradicionalmente amistosas méxico abogo desarrollo posterior mandatario ruso unió felicitaciones diversos políticos internacionales reconocieron triunfo amlo elecciones presidente rusia vladimir putin felicitó andrés manuel lópez obrador ser virtual ganador ganador presidencia méxico informó servicio prensa kremlin el presidente ruso vladimir putin envió telegrama felicitaciones lópez obrador motivo victoria elecciones presidenciales dice comunicado acuerdo texto putin destacó rusia valoran altamente relaciones tradicionalmente amistosas méxico abogan desarrollo posterior asimismo expresó esperanza político tabasqueño preste atención necesaria cooperación dos países según primeros informes consejero presidente instituto nacional electoral ine lorenzo córdova candidato izquierda recibió number number votos elecciones presidenciales https://www.huffingtonpost.com.mx/2018/07/02/asi-felicito-putin-a-lopez-obrador_a_23472728/ 
515,True 4 52 empresa contratada campaña trump contactó wikileaks obtener emails clinton empresa contratada campaña trump contactó wikileaks obtener emails clinton director entidad solicitó assange number polémicos emails desaparecidos servidor privado demócrata director empresa vinculada equipo campaña donald trump contactó number fundador wikileaks julian assange obtener polémicos correos electrónicos servidor privado hillary clinton según cnn intención alexander nix alto ejecutivo empresa análisis datos cambridge analytica supuestamente proveer información —number emails desaparecieron servidor— asesores candidato republicano poder atacar contrincante político campaña trump contrató empresa verano number meses elecciones noviembre siempre según versión cnn assange según comunicó miércoles diario the daily beast rechazado oferta colaboración campaña wikileaks responsable divulgar buena parte emails clinton enviado servidor privado peso cargar toda campaña fbi llegó investigar posibilidad haber manejado material confidencial poca cautela tras filtración marzo number trump hizo llamamiento rueda prensa rusia si escuchando espero podáis encontrar number emails clinton desaparecidos servicios inteligencia estadounidenses assange considerado enemigo país director cia calificado fraude según informaciones wikileaks niega assange pudo haber jugado favor intenciones kremlin investigación gobierno ee uu acusó haber tratado interferir elecciones información publicada cnn vuelve generar nuevas dudas posibilidad equipo trump buscara coordinarse fuerzas exteriores derrotar clinton pese numerosas investigaciones influencia rusa curso —por parte dos comités congreso servicios inteligencia fiscal especial independiente— todavía demostrado colusión kremlin trump abrir causa judicial presidente entorno julio año prensa estadounidense divulgó donald trump jr hijo mayor presidente reunió abogada rusa lazos kremlin bajo promesa recibir información incriminatorio clinton entonces primogénito yerno trump jared kushner forman parte lista cuestionados lideran investigaciones https://elpais.com/internacional/2017/10/26/estados_unidos/1508973838_560447.html 
516,True 4 53 semarnat nevado toluca manejado esquema sustentable semarnat nevado toluca manejado esquema sustentable number mil firmas reunido evitar talado nevado toluca dependencia aclara tala comercial ciudad méxico petición plataforma changeorg dirigida secretaría medio ambiente recursos naturales semarnat impedir tala number ciento nevado toluca alcanzó number horas casi number mil number firmas pasado number octubre semarnat publicó diario oficial federación dof programa manejo ahora área protección flora fauna nevado toluca permite tala comercial number mil number hectáreas equivalentes number ciento superficie total llamada subzona aprovechamiento sustentable recursos naturales áreas forestales comprende number polígonos cobertura bosque pino oyamel denso semidenso así numerosos llanos dispersos ricos nutrientes materia orgánica favorecen captura carbono infiltración agua octubre number decreto presidencial degradó nevado toluca parque nacional área protección flora fauna fin armonizar necesidades económicas sociales dentro área natural protegida objetivos conservación elementos naturales conforman polígonos ubicados municipios almoloya juárez amanalco calimaya coatepec harinas temascaltepec tenango valle toluca villa guerrero villa victoria zinacantepec méxico hábitat numerosas especies aves codorniz coluda gallina monte pájaro hormiguero así especies amenazadas halcón peregrino búho cornudo lechuza campanario gorrión zorzal cantor asimismo sirve refugio paso coyote zorra gris zorrillo comadreja armadillo mapache tlacuache además especies peligro extinción víbora cascabel lagarto alicante cuello rugoso ahora área protección flora fauna nevado toluca estratégica abasto agua sistema cutzamala abastece ciudad toluca zona metropolitana parte valle méxico ciudad méxico asimismo hacia sur influencia hidrológica extiende vecino guerrero reacción opinión pública ciudadanía coordinador general comunicación social secretaría medio ambiente recursos naturales wilhem hagelsieb garza emitió nota aclaratoria destaca término tala comercial contempla programa manejo nevado toluca bien manejo forestal sustentable aunque final árboles igualmente cortados importante mencionar todas actividades aprovechamiento lleven cabo zona deberán ser autorizadas semarnat siempre cumplan disposiciones aplicables materia forestal impacto ambiental así dispuesto capítulo vi reglas administrativas programa manejo agregó vocero semarnat además prevé acciones obligan interesado cuidar recuperar bosque compensación beneficios obtenidos evitará disminuya capacidad productiva ecosistemas recursos existentes https://www.excelsior.com.mx/nacional/2016/11/02/1125610 
517,True 4 15 brasil hoy polarización violencia política brasil hoy polarización violencia política faltan siete meses elecciones generales number octubre brasil campaña electoral pleno apogeo aunque principio período oficial propaganda electoral comienza partir number agosto realidad común diferentes candidatos recorran país inscribirse novedoso clima violencia desatado —por ahora— momento álgido martes number marzo atacaron armas fuego caravana expresidente lula silva sur brasil día después ataque huevos piedras brasil vive clima violencia política veía hace tiempo febrero presidente michel temer decretó militarización río janeiro marzo asesinaron ciudad rio concejala izquierda marielle franco según investigación congressoemfoco reconocido sitio periodístico apartidario enero number number marzo number menos number concejales asesinados diferentes ciudades circunstancias esclarecidas varios vinculados política denuncias mafias narcotraficantes locales brasil atraviesa crisis política magnitud fuerte polarización lado expresidente elogiado mundo logros lucha pobreza ocho años gestión puede ir cárcel cualquier momento condenado caso corrupción siempre negado impediría candidatura otro presidente sugerido podría presentarse candidato reconoce inaugura obras usando maquinaria pensando octubre pesar diversas encuestas muestran intención voto alcanza siquiera dos ciento gobierno evaluación negativa number ciento vale pena recordar brasileños afectos encuestas datos amplia difusión lula calificó atacantes fascistas junto precandidatos llamó formar frente defensa democracia aunque parezca increíble brasil hoy https://cnnespanol.cnn.com/2018/03/30/el-brasil-de-hoy-polarizacion-y-violencia-Política/ 
518,True 4 100 manifestantes causan destrozos sede pri veracruz mientras duarte rinde informe manifestantes causan destrozos sede pri veracruz mientras duarte rinde informe veracruz ver procesocommx contratiempos breve mensaje resaltó organización juegos centroamericanos caribe veracruz number obras infraestructura pavimentaciones puentes remozamientos inmuebles correspondientes ciudades sedes justa deportiva gobernador javier duarte ochoa entregó pleno congreso local glosa cuarto informe contraste anarquistas maestros estudiantes encabezaron marcha xalapa repudiar sucedido ayotzinapa guerrero ocasionando destrozos inmueble sede pri instituto político duarte alrededor number personas participaron tercera marcha consecutiva exigir justicia aparición vida number normalistas ayotzinapa guerrero desaparecidos hace mes medio municipio iguala consignas repudio pri gobierno enrique peña nieto veracruzano javier duarte manifestantes recorrieron varias calles xalapa embargo punto neurálgico protestas centró avenida adolfo ruiz cortines grupo anarquistas derribó busto jesús reyes heroles ideólogo priista además manifestantes –en mayoría encapuchados– lanzaron objetos explosivos caseros quemando ventanas persianas inmueble priista interior lugar afectaciones heridos pues ser día festivo actividades recinto fuente pri confirmó incendio provocado manifestantes universidad veracruzana uv estudiantes normalistas inmueble estatal sólo quemaron papeles daños paredes resultaron humeadas lado estudiantes uv denunciaron acoso policiaco inmediaciones facultad humanidades en momento concentrando policías inmediaciones facultad humanidades continúa tomada alumnos cualquier agravio estudiantes responsabilidad estado expusieron redes sociales sur estado coatzacoalcos manifestantes reprimidos autoridades mando único luego pretendieron manifestarse desaparición number estudiantes normalistas ayotzinapa guerrero policía estatal federal emprendió toletazos estudiantes protestaban malecón costero forma pacífica duarte ochoa rindió cuarto informe gobierno medio polémica pues atraviesa severa crisis liquidez reflejada number mil millones pesos deuda programas sociales detenidos ocasionado grupos organizaciones campesinas así afines pri hoy principales críticos gobierno estatal contrario mandatario estatal priorizó política exterior organizar bombo platillo juegos centroamericanos caribe veracruz number además diciembre próximo administración estatal priista anfitriona number cumbre iberoamericana recibirá jefes latinoamérica españa evento desarrollado mañana sábado secretarías gobierno desarrollo social encabezaron operativo acarreo pues repartieron despensas asistentes palacio legislativo salutación cuarto informe javier duarte https://www.proceso.com.mx/387852/manifestantes-causan-destrozos-en-sede-del-pri-veracruz-mientras-duarte-rinde-su-informe 
519,Fake 4 58 gasolinazo hizo por amor méxico pepe meade gasolinazo hizo por amor méxico pepe meade gasolinazo hizo amor méxico así señaló entrevista banquetera pepe meade padre gasolinazo candidato pri afirmó ayer alza precio gasolinas hecho ganan hijos desperdiciar riqueza petrolera sino utilizarla invertir dar apoyo necesitan gana primero hecho artificialmente manipulando precio gana hecho empezamos manejar precios economía méxico manejan resto mundo ganan largo plazo hijos tres quisiera decirles desperdiciamos riqueza petrolera utilizamos dar apoyo artificial tienen sino utilizamos invertir dar apoyos ocupan traducirlo menor deuda mayor fortaleza decirle así hijos hicimos buen uso riqueza gana país medida dejamos usar recursos públicos escasos dar apoyo artificial además regresivo dijo meade entrevista televisiva preguntarle impacto social político dejado anuncio aumento precio combustibles titular hacienda enfatizó si alternativa tomado precisó haber tal incremento implicaría recortar gasto salud educación así gastar apoyos gasolina dos veces recursos programa prospera de alternativas enfrente ésta el aumento solamente responsable sino permite cuidar mejor manera apoyo llevando necesitan incurrir práctica artificial costado dinero sido seguramente popular irresponsable injusta menos tienen aseguró meade en méxico consumen poquito number millones litros días cuarto consumidor importante gasolinas persona mundo number millones menos number millones consumen tres deciles bajos de población abundó https://fisgonpolitico.com/el-gasolinazo-se-hizo-por-amor-a-mexico-pepe-meade/ 
520,Fake 4 133 partidopsuv promueve campaña amlo partidopsuv continúa promoviendo financiando campañas petrogustavo lopezobrador lugopy buscando aliados internacionales legitimen dictadura viola derechos humanos corrupta mundo https://twitter.com/RafaelRamirezC/status/970286078635716609 
521,Fake 4 41 duarte encerrado hotel lujo frente mar desocupa lugar trasladarlo cárcel duarte encerrado hotel lujo frente mar desocupa lugar trasladarlo cárcel méxico conferencia prensa titular procuraduría general republica raúl cervantes andrade reveló listo encerrar inmediatamente javier duarte vez extraditado guatemala país señalando sobrecupo existe todas cárceles país verán necesidad encerrarlo hotel number estrellas desocupa celda alguna prisión puedan trasladarlo allá raúl mencionó hotel ex gobernador veracruzano cumplirá arresto ubicado playa petición propio javier confesó sufre presión alta solo clima mar mantiene saludable uno mayores problemas cárceles sobrecupo desafortunadamente lugar ingresen malhechores cometen delito encerramos caso duarte complica todavía podemos meterlo celda prisioneros condición ex político tampoco lugar cárceles celda solo significa dejaremos libertad javier pagará encerrado dicte condena delitos considerados gravedad motivo tomamos decisión encerrarlo hotel libera celda alguna cárcel trasladarlo allá abogado exigió ciudad mar sufre presión alta cuerpo exige clima templado húmedo playas día encerrado indispensable hotel traslademos justo frente mar finalmente hicimos trámites trasladarlo hotel number estrellas único brindó facilidades implementar fuerte dispositivo seguridad gobierno rentará number suites lujo encerrado duarte elementos cuidarán javier además podrá salir playa hotel dentro mismas instalaciones arresto embargo podrá irse allá área playa lugar solo podrá asolearse number horas día más relataron cervantes comenta javier podría dos años hotel ser traslado prisión no solo trata reo desocupe celda sino lista espera aquí lugar pasará dos años puntualizó http://www.elruinaversal.com/2017/06/30/duarte-sera-encerrado-en-un-hotel-de-lujo-frente-al-mar-en-lo-que-se-desocupa-un-lugar-para-trasladarlo-a-la-carcel/ 
522,True 4 34 propuestas margarita zavala propuestas margarita zavala ponderación propuestas relevantes candidatos ahora toca turno espacio hechas margarita zavala enfocado baterías tema seguridad pública corrupción desarrollo social economía salud educación ningún punto relevante otro ello sólo enunciaremos aspectos propuesta integral entendido versión digital cuadro completo transversalidad propuestas toca grandes apartados ejemplo tema corrupción propone fortalecer valores fomentar cultura legalidad debe educar niños jóvenes costos corrupción responder ella menciona instaurará oficina ética presidencia república pugna tener medios comunicación honestos protegiendo libertad expresión contenidos además quitar fuero servidores públicos investigar fondo caso odebrecht tema seguridad margarita zavala contundente señalar enfrentará crimen nunca pactaré daré amnistía delincuentes impulsa cinco puntos number profesionalizar duplicar policía federal llevar mismo modelo policías estatales municipales number adquirir mejor tecnología fortalecer capacidades investigación análisis inteligencia estado number reformar sistema justicia haga pague inocentes protegidos ley number colocar feminicidio desaparición niños jóvenes prioridad atención mexicano number trabajar familias escuelas gobierno erradicar violencia raíz educación valores lema resume propuestas versa combatiré inseguridad valor valores visión personal creo señora zavala lleva delantera ofrecimientos viables onerosos apuntan solución fondo problemas respiro alivio constatar dentro cúmulo propuestas emitidas candidatos existen varias consolidarían país ruta crecimiento desarrollo sostenible así cosas mientras ofertas políticas sustento cuanto viabilidad cambio aterrizadas soportadas reales posibilidades llevarlas cabo virtud propios ingresos genera país actualidad http://www.elfinanciero.com.mx/opinion/alejo-sanchez-cano/propuestas-de-margarita-zavala 
523,Fake 4 89 lorenzo córdova rompe silencio meade ofreció dinero cambio de… lorenzo córdova rompe silencio meade ofreció dinero cambio de… presidente ine lorenzo córdova vianello lecciones deja actual proceso electoral buenos malos partidos políticos candidaturas independientes solo políticos entrevista habla desconfianza ciudadana intervención empresariado proceso guerra encuestas ademas declaró abiertamente críticas candidato lidera partido político pri joseantonio meade dejandolo expuesto según lorenzo acalorada reunion candidado presidencia pri en ocasión ofreció dinero cambio hacer fraude mismísimo candidato presidencia jose antonio meade enfureció insinuó ine transparentes http://modonoticia.com/2018/06/28/lorenzo-cordova-rompe-el-silencio-meade-me-ofrecio-dinero-a-cambio-de/ 
524,Fake 4 63 rey felipe vi podría presentarse próximas elecciones propio partido rey felipe vi podría presentarse próximas elecciones propio partido información publicada ayer diario francés la verité asegura rey felipe vi podría pensando presentarse próximas elecciones generales españa celebrarán finales año number según cuenta publicación francesa rey harto partidos actuales sepan sacar españa crisis azota hace casi década decidido remangarse ser mismo saque país adelantees hora coja situación cuernos poner españa fin lugar corresponde echarle huevos declaró felipe diario la verité finalizó diciendo me siento obligación crear partido nuevo esperanza izquierdas derechas transversal capaz aunar españoles bajo sentimiento unión evitar así ésta españa españa resquebraje  majestad felipe vi además ser jefe español ser capitán general ejército posee carrera derecho dos masters relaciones internacionales además hablar fluidez number idiomas preparación suficiente gobernar españa incluso preparación mayoría políticos españoles actuales encuesta realizada prestigiosa revista inglesa financial dinners asegura celebrarse mañana unas elecciones generales españa rey obtendría holgada mayoría absoluta number votos https://haynoticia.es/rey-felipe-vi-podria-presentarse-las-proximas-elecciones-propio-partido/ 
525,Fake 4 107 al diablo empresarios largen amlo2018 al diablo empresarios largen amlo2018 empresarios país tomado decisión apoyar proyecto ricardo anaya pues evidente andrés manuel lópez obrador conflicto intereses denominó minoría rapaz problema peleado ellos verdadero problema llevarán todas inversiones país desempleo abundancia minoría rapaz refiere viejito generan number millones empleos anuales traído inversión país gran crisis aproxima grupos empresarios nerviosos modelo gobierno andrés manuel lópez obrador migrar populismo socialismo así cuba sí así venezuela nomas meterle tantito coco venezolización aproxima empresarios prevenido ya listos retirar inversiones méxico arriesgaran capital saqueos arriesgaran irán pronto chairo puede ver idiotizado amlo realmente consideran solución problemas enfrentará hermoso maravilloso méxico lastima así pasará así dijo mesías al diablo instituciones al diablo empresarios https://retroceso.com/2018/05/29/al-diablo-con-los-empresarios-que-se-largen-amlo2018/ 
526,Fake 4 31 luchador octagón lanzará presidencia república luchador octagón lanzará presidencia república octagón amo ocho ángulos hombre marcó después historia lucha libre mexicana ídolo luchador que emulando josé lópez portillo defendió nombre perro ahora busca nuevas metas debido asociación luchadores resultando ser éxito ahora motivado nivel tal lanzarse presidencia república ya pensé pos peor lucha hace declaró octagón mis seguidores dicen anime si máximo ídolo dado cartómetro ring si fundé aaa si diseñé equipo lucha diez años fusiló kato kung lee si chuck norris rindió homenaje haciéndome película aún debutara nombre pues razón alguna pueda irme grande partírsela amlo zavala quadri partido octagón partido unico reintegración auténtica pura aliado coalición hermandades afiliadas movimiento barrio autónomo chamba ¡la alianza pura chamba invencible rugió octagón octagón dice feliz nuevo reto si aguantó tantos años juicios nombre salió ganador duda elecciones pase mismo es cosa nomás ser paciente hará descuide labores dentro asociación échenme aire ora sí ¡cuídate pedrito sola finalizó https://www.eldizque.com/el-luchador-octagon-tambien-se-lanzara-por-la-presidencia-de-la-republica/ 
527,True 4 47 margarita zavala rompe silencio llama votar cordero margarita zavala rompe silencio llama votar cordero video dura menos cinco minutos ex primera dama asegura conoce la urgencia acción nacional trabajar adversidad ritmo sociedad país necesita margarita zavala rompió silencio guardado temas vida interna pan respaldar abiertamente pedir voto fórmula ernesto cordero juan manuel oliva presidente secretario general dirigencia nacional pan video dura menos cinco minutos ex primera dama asegura conoce la urgencia acción nacional trabajar adversidad ritmo sociedad país necesita quiero partido jóvenes inspire jóvenes talento dinero empresas apellidos sólo talento vocación méxico demandó esposa ex presidente república felipe calderón define cordero arroyo alguien técnico preparado financió estudios través talento esfuerzo mientras oliva conoció juvenil describió alguien ganó todas campañas electorales sabe ir paso paso conquistar voto http://www.elfinanciero.com.mx/Política/margarita-zavala-rompe-el-silencio-llama-a-votar-por-cordero.html 
528,Fake 4 26 puerto rico pide ayuda comunidad internacional tras catastrófica visita trump puerto rico pide ayuda comunidad internacional tras catastrófica visita trump estamos desamparados dice gobernador isla tras desastroso paso presidente unidos donald trump puerto rico hace casi semana población enfrenta crisis humanitaria puede agravarse si isla recibe asistencia inmediata parte comunidad internacional según alertan diversos medios internacionales trump visitó cinco horas isla detrás dejó arrasado gente desamparada antes sólo ocurrido huracán confirmaba ayer prensa gobernador ricardo rosselló asegurando ningún rincón isla resentido severo golpe dado trump tildado visita isla divertida ha sido auténtica catástrofe totalmente desamparados tras paso sólo campan desesperanza sensación perdido insistido gobernador según explica ayuda humanitaria llegando precisan asistencia internacional cuanto antes rosselló sugerido que tras ayudar puerto rico asista inmediato territorio continental unidos donde amenaza allí vive cada día trump puede golpear cualquier lugar territorio cualquier momento ahora cifra oficial víctimas mortales ciclón trump elevada aunque espera planes sanidad medio ambiente resultados catastróficos http://www.elmundotoday.com/2017/10/puerto-rico-pide-ayuda-a-la-comunidad-internacional-tras-la-catastrofica-visita-de-trump/ 
529,True 4 53 inicia ine recuento votos país inicia ine recuento votos país juntas distritales empezaron escrutinio cómputo sufragios recuento number paquetes electorales elección presidencial numbernumber horas secretario ejecutivo edmundo jacobo informó consejo general juntas distritales iniciado escrutinio cómputo votos país dará resultado números oficiales tres elecciones federales incluida presidente república dijo proyecciones number distritos arrojan recuento number ciento paquetes electorales presidente number ciento diputados number ciento senadores jacobo molina apuntó complejidad casilla única voto tres coaliciones pudo haber elevado número inconsistencias actas comicios altura ayer consejero presidente instituto nacional electoral ine lorenzo córdova vianello agradeció participación actuación ciudadanos trabajadores institución actores políticos elección altura miras cuenta twitter córdova vianello afirmó ine organiza elecciones ciudadanos apropian hacen posibles gracias dedicación compromiso video publicó destacó no quiero dejar reconocer civilidad madurez todas fuerzas políticas particularmente cuatro candidatos presidenciales comportaron altura circunstancias altura miras ayudaron consolidar proceso consolidación democrática inició hace number años córdova vianello hizo varios reconocimientos trabadores ine ciudadanos fungieron funcionarios casilla toda gente votar medios comunicación representantes https://www.excelsior.com.mx/nacional/inicia-ine-recuento-de-votos-en-todo-el-pais/1250112 
530,Fake 4 56 amlo quién dos propiedades más solo podrá quedarse confirmó lópez obrador reunión coordinadores morena anunció primeras acciones gobierno revisar registro público propiedad quién dos propiedades más solo podrá quedarse demás dárselas puedan vivir ahí personas hogar https://www.facebook.com/ElSenorLopezo/photos/a.732193623617702.1073741828.726824187487979/747987095371688/?type=3&theater 
531,True 4 100 deportar duarte daría ventaja procesal podría quedar libre videgaray deportar duarte daría ventaja procesal podría quedar libre videgaray deportación javier duarte guatemala ayudaría proceso sigue provocaría posible libertad advirtió martes titular secretaría relaciones exteriores sre luis videgaray caso integrantes comisión mismo nombre prolongada comparecencia economista aprendiz canciller –como mismo dijo asumir cargo– respondió pregunta solicitaba deportación acelerar llegada país exgobernador veracruz solicitar deportación lugar extradición podría darle detenido duarte ochoa ventaja procesal condujera posible liberación fallas debido proceso detenido fines extradición expuso videgaray exsecretario hacienda dijo exgobernador veracruzano aprehendido autoridad guatemalteca partir ficha roja emitida organización internacional policía criminal interpol efectos extradición tanto detención preventiva fin además llegar méxico –agregó– duarte ochoa enfrentará únicamente cargos bajo cuáles solicita extradición operaciones recursos procedencia ilícita delincuencia organizada más menos hacer contrario afectaría debido proceso dicho error podría salir libre legisladores integrantes comisión relaciones exteriores videgaray expuso importante haga justicia ello implica respeto debido proceso decisión gobierno federal continuar trámite extradición lleva procuraduría general república pgr dependencia cargo dijo sólo competencia conocer solicitud extradición analizarla y caso cumplir requisitos establece tratado extradición guatemala presentarla autoridad país decisión continuar extradición duarte se toma base criterio jurídico pgr propia cancillería comunicación estrecha gobierno guatemala importante haga justicia expediente lastima indigna subrayó videgaray caso cuestionado papel méxico juega mantendrá crisis política enfrenta gobierno venezuela inconformidad manifiesta gran número ciudadanos aclaró méxico opina políticas públicas régimen país sólo limita defensa democracia representativa forma gobierno embargo comentó tenemos obligación adquirida solamente convicción política sino obligación defender manera colectiva pueblos américa latina democracia representativa luego recordó evidente ruptura principio división poderes venezuela reciente decisión tribunal supremo justicia respetar independencia asamblea nacional así inexplicable postergación elecciones evidencia existen presos políticos nación razón méxico considera debe activarse carta democrática conforme artículo number agregó videgaray caso destacó number venezuela méxico number integrantes organización americanos oea firmaron carta democrática organismo comprometieron implementar democracia representativa división poderes forma gobierno así defenderla región conforme propia carta democrática deben agotar esfuerzos diplomáticos llegar solución política permita restablecimiento normalidad democrática absoluto respeto autodeterminación pueblo venezolano apostando siempre diálogo forma decidan venezolanos comentó videgaray caso señaló ruptura diálogo falta confianza partes los esfuerzos consejo permanente oea eventual reunión extraordinaria cancilleres organismo apuntarán generar nuevos instrumentos mediación diplomática encontrar solución pacífica conforme constitución venezuela prosiguió los principios actuación méxico siempre establecidos artículo number carta magna incluye respecto autodeterminación pueblos promoción derechos humanos solución pacífica controversias unidos accidentada relación partir llegada donald trump casa blanca titular sre insistió méxico pagará ningún muro frontera ambos países no negociable pretensión imponer impuestos remesas envíen mexicanos radicados aquella nación refirió además atención consulados aquella nación brindado connacionales han atendido number mil number casos migrantes pedido asistencia protección consular presupuesto adicional mil number millones pesos asignó dependencia año apoyar connacionales frente política deportaciones gobierno presidente donald trump materia defensoría number mil number migrantes mexicanos cuentan abogado dijo destacó además tener mecanismos defensoría deportaciones cuentan programas protección patrimonio incluido tipo financiero respecto imposición gravamen remesas envían países origen migrantes viven unidos puntualizó méxico es asunto negociable caso darse significaría punto quiebre cualquier diálogo respecto temas específicamente tema remesas puntos principio manera pública explícita transmitido gobierno unidos méxico asunto negociable sostuvo luego calificar punto mala idea consumidores finales terminarían pagando impuestos https://www.proceso.com.mx/483803/deportar-a-duarte-le-daria-ventaja-procesal-podria-quedar-libre-videgaray 
